SiteID,Difference,lwr,upr,AdjPvalue,Contrast
10231,1.13331545731726,0.411897345261624,1.8547335693729,0.00187631114564979,N-C
10231,-0.430031968710899,-1.15145008076654,0.291386143344739,0.353048411125218,P-C
10231,0.923833301029541,0.202415188973902,1.64525141308518,0.0101525814754705,NP-C
10231,-1.56334742602816,-2.2847655380838,-0.841929313972523,6.83407053112539e-05,P-N
10231,-0.209482156287722,-0.93090026834336,0.511935955767916,0.839117671240446,NP-N
10231,1.35386526974044,0.632447157684802,2.07528338179608,0.000330142047843984,NP-P
10232,0.772599656722965,0.284870444476344,1.26032886896959,0.00173931372683067,N-C
10232,-0.560785410106018,-1.04851462235264,-0.0730561978593971,0.021578817190244,P-C
10232,0.759190968601218,0.271461756354597,1.24692018084784,0.00203898836881777,NP-C
10232,-1.33338506682898,-1.8211142790756,-0.845655854582363,4.06822002019247e-06,P-N
10232,-0.0134086881217472,-0.501137900368368,0.474320524124874,0.999817676806442,NP-N
10232,1.31997637870724,0.832247166460615,1.80770559095386,4.62856154692659e-06,NP-P
10240,1.51526660988359,1.21888351250419,1.811649707263,6.27013663212495e-10,N-C
10240,-0.269098624893894,-0.5654817222733,0.0272844724855112,0.0820557808947339,P-C
10240,1.42985173712992,1.13346863975052,1.72623483450933,1.49543133431962e-09,NP-C
10240,-1.78436523477749,-2.08074833215689,-1.48798213739808,4.99174035439864e-11,P-N
10240,-0.0854148727536694,-0.381797970133075,0.210968224625736,0.842066196883306,NP-N
10240,1.69895036202382,1.40256726464441,1.99533345940322,1.06913033981471e-10,NP-P
10267A,2.02366651466121,1.63689074891135,2.41044228041106,4.4089931705571e-10,N-C
10267A,-0.157038288843649,-0.543814054593506,0.229737476906208,0.658375037044446,P-C
10267A,1.69820405313153,1.31142828738167,2.08497981888139,5.94286819755041e-09,NP-C
10267A,-2.18070480350486,-2.56748056925471,-1.793929037755,1.3848056035215e-10,P-N
10267A,-0.325462461529675,-0.712238227279532,0.0613133042201818,0.115687094368827,NP-N
10267A,1.85524234197518,1.46846657622532,2.24201810772504,1.62830893213339e-09,NP-P
10268B,1.52829823051711,1.10468376566843,1.95191269536579,9.81203174266199e-08,N-C
10268B,-0.0592898648557259,-0.482904329704407,0.364324599992956,0.977519358570696,P-C
10268B,1.75596456428392,1.33235009943524,2.1795790291326,1.36475309941986e-08,NP-C
10268B,-1.58758809537284,-2.01120256022152,-1.16397363052415,5.74669875019751e-08,P-N
10268B,0.227666333766808,-0.195948131081873,0.65128079861549,0.439565146936986,NP-N
10268B,1.81525442913964,1.39163996429096,2.23886889398833,8.45331971088825e-09,NP-P
10283,0.502423165058657,-0.141858437201511,1.14670476731883,0.146153770030106,N-C
10283,-0.636451359423505,-1.25250240221483,-0.0204003166321801,0.0423521010349961,P-C
10283,0.611388897088296,-0.0773771075572205,1.30015490173381,0.0872144536922931,NP-C
10283,-1.13887452448216,-1.70475354086275,-0.572995508101576,0.000406634540990769,P-N
10283,0.108965732029639,-0.535315870230529,0.753247334289807,0.955234987614991,NP-N
10283,1.2478402565118,0.631789213720477,1.86389129930313,0.00038491181543554,NP-P
10322,0.678613061541468,0.289130103631853,1.06809601945108,0.000702447042293497,N-C
10322,-0.618752233128174,-1.00823519103779,-0.22926927521856,0.0016939628856798,P-C
10322,0.638282511766939,0.248799553857324,1.02776546967655,0.00126902702891252,NP-C
10322,-1.29736529466964,-1.68684825257926,-0.907882336760028,2.96247928632809e-07,P-N
10322,-0.040330549774529,-0.429813507684144,0.349152408135086,0.990602954309723,NP-N
10322,1.25703474489511,0.867551786985499,1.64651770280473,4.55567226942399e-07,NP-P
10324,1.73924695521415,0.384461518930166,3.09403239149813,0.0134197437923196,N-C
10324,-0.519549435274283,-1.80481175111898,0.765712880570411,0.606737467289757,P-C
10324,1.51046934287429,0.225207027029595,2.79573165871898,0.0220568337736475,NP-C
10324,-2.25879639048843,-3.39229120955777,-1.1253015714191,0.000725951804942504,P-N
10324,-0.228777612339861,-1.3622724314092,0.904717206729476,0.919754823322626,NP-N
10324,2.03001877814857,0.980606491666128,3.07943106463102,0.00090189983958,NP-P
10329,0.335520747761943,0.0921728834714119,0.578868612052474,0.00573382865359251,N-C
10329,-0.185464436554509,-0.428812300845039,0.0578834277360223,0.170917654356175,P-C
10329,0.304867523667738,0.0615196593772074,0.548215387958269,0.0119266540473351,NP-C
10329,-0.520985184316452,-0.764333048606982,-0.277637320025921,7.8478114148739e-05,P-N
10329,-0.0306532240942046,-0.274001088384735,0.212694640196326,0.983393063413685,NP-N
10329,0.490331960222247,0.246984095931716,0.733679824512778,0.00015433919095964,NP-P
10767B,1.99488774173441,1.71966548782968,2.27010999563914,1.05120356863608e-11,N-C
10767B,-0.0407400641266307,-0.315962318031365,0.234482189778104,0.973010471766153,P-C
10767B,2.52381806598352,2.2319007828793,2.81573534908775,1.49102952207159e-13,NP-C
10767B,-2.03562780586104,-2.31085005976577,-1.76040555195631,7.84650122653829e-12,P-N
10767B,0.528930324249111,0.237013041144886,0.820847607353336,0.000535563200363409,NP-N
10767B,2.56455813011015,2.27264084700593,2.85647541321438,0,NP-P
10769,0.0942503039353353,-0.780083523155022,0.968584131025693,0.968436292312469,N-C
10769,-0.688975262907297,-1.34066522037449,-0.0372853054401011,0.04174155637806,P-C
10769,0.208455134428692,-0.505435445980039,0.922345714837422,0.663814567562609,NP-C
10769,-0.783225566842632,-1.60755540438447,0.0411042706992055,0.0588194016493429,P-N
10769,0.114204830493356,-0.760128996597001,0.988538657583714,0.946818224879445,NP-N
10769,0.897430397335988,0.245740439868793,1.54912035480318,0.0169035250470626,NP-P
10814,0.302733466516174,0.0633722182784307,0.542094714753918,0.0114396421985438,N-C
10814,-0.112866379521507,-0.35222762775925,0.126494868716237,0.542100481183722,P-C
10814,0.216043764891364,-0.0233174833463798,0.455405013129107,0.0838803632413385,NP-C
10814,-0.415599846037681,-0.641271795080594,-0.189927896994767,0.000456174901304673,P-N
10814,-0.0866897016248105,-0.312361650667724,0.138982247418103,0.690772610325043,NP-N
10814,0.32891014441287,0.103238195369957,0.554582093455783,0.0038345367715853,NP-P
10815,0.447881303655336,-0.189221953808635,1.08498456111931,0.224828467142946,N-C
10815,-1.00568647997409,-1.64278973743806,-0.368583222510118,0.00179593354914365,P-C
10815,0.166350608512407,-0.470752648951565,0.803453865976378,0.876590218393579,NP-C
10815,-1.45356778362943,-2.0906710410934,-0.816464526165455,3.76084186759496e-05,P-N
10815,-0.28153069514293,-0.918633952606901,0.355572562321042,0.597272991643149,NP-N
10815,1.1720370884865,0.534933831022525,1.80914034595047,0.000405934072951641,NP-P
10818,0.515913095602963,-0.0213715375579819,1.05319772876391,0.0620859181864956,N-C
10818,-0.394882331837505,-0.932166964998451,0.14240230132344,0.194243330436304,P-C
10818,0.401668689027021,-0.135615944133924,0.938953322187966,0.183103693058596,NP-C
10818,-0.910795427440469,-1.44808006060141,-0.373510794279524,0.000918763288161539,P-N
10818,-0.114244406575942,-0.651529039736888,0.423040226585003,0.927938855829211,NP-N
10818,0.796551020864526,0.259266387703581,1.33383565402547,0.00313316448231038,NP-P
120,0.374905955747559,0.131221658467446,0.618590253027672,0.00226426717187112,N-C
120,-0.428664400346563,-0.672348697626676,-0.184980103066449,0.000638803510167096,P-C
120,0.636521507780329,0.392837210500216,0.880205805060442,7.24850702538138e-06,NP-C
120,-0.803570356094122,-1.04725465337423,-0.559886058814009,3.40015903876889e-07,P-N
120,0.26161555203277,0.0179312547526566,0.505299849312883,0.033229649097053,NP-N
120,1.06518590812689,0.821501610846778,1.308870205407,6.33923047388407e-09,NP-P
12555,1.2768284398262,0.392266510192879,2.16139036945953,0.00393345505990983,N-C
12555,0.84832463495143,-0.0362372946818953,1.73288656458475,0.0624857722991529,P-C
12555,1.9650401437484,1.08047821411508,2.84960207338173,5.13552375680515e-05,NP-C
12555,-0.428503804874774,-1.3130657345081,0.456058124758551,0.525354208794088,P-N
12555,0.688211703922197,-0.196350225711128,1.57277363355552,0.15837332576629,NP-N
12555,1.11671550879697,0.232153579163646,2.0012774384303,0.0112784280858381,NP-P
12783B,0.413138401339045,-0.579600157203616,1.40587695988171,0.641153272385767,N-C
12783B,-0.299329046334489,-1.29206760487715,0.693409512208171,0.823726041594461,P-C
12783B,0.794940675824706,-0.197797882717954,1.78767923436737,0.141763664226916,NP-C
12783B,-0.712467447673534,-1.7052060062162,0.280271110869126,0.210346369042832,P-N
12783B,0.381802274485661,-0.610936284056999,1.37454083302832,0.694403009205353,NP-N
12783B,1.0942697221592,0.101531163616535,2.08700828070186,0.028269440819324,NP-P
12786B,1.12279539301756,0.508056143353009,1.7375346426821,0.000437030301144836,N-C
12786B,-0.325319506543385,-0.940058756207932,0.289419743121161,0.452493433059568,P-C
12786B,1.34041517883596,0.725675929171412,1.9551544285005,6.36760067413977e-05,NP-C
12786B,-1.44811489956094,-2.06285414922549,-0.833375649896394,2.57355240770307e-05,P-N
12786B,0.217619785818403,-0.397119463846144,0.832359035482949,0.744436280945317,NP-N
12786B,1.66573468537934,1.0509954357148,2.28047393504389,4.55746574057336e-06,NP-P
12809,0.820372079084457,0.417388277645037,1.22335588052388,0.00023770613824825,N-C
12809,0.104548141990391,-0.298435659449029,0.507531943429811,0.870190568196813,P-C
12809,1.36529048753272,0.962306686093301,1.76827428897214,1.02572758786668e-06,NP-C
12809,-0.715823937094066,-1.14060616132794,-0.291041712860197,0.00133441472049622,P-N
12809,0.544918408448264,0.120136184214394,0.969700632682133,0.0110708991221261,NP-N
12809,1.26074234554233,0.835960121308461,1.6855245697762,4.61250958427861e-06,NP-P
12815,0.744080141377939,0.408183195193958,1.07997708756192,5.30679739675355e-05,N-C
12815,-0.200058991810053,-0.535955937994035,0.135837954373928,0.353735660075044,P-C
12815,1.0518285492165,0.715931603032514,1.38772549540048,6.84942491058216e-07,NP-C
12815,-0.944139133187992,-1.28003607937197,-0.608242187004011,2.84679251938424e-06,P-N
12815,0.307748407838557,-0.0281485383454246,0.643645354022538,0.0785569860188065,NP-N
12815,1.25188754102655,0.915990594842567,1.58778448721053,6.21429363523163e-08,NP-P
12940,0.700785332322879,0.262064276617086,1.13950638802867,0.00161113672947877,N-C
12940,-0.659046537497489,-1.09776759320328,-0.220325481791695,0.00279502010111721,P-C
12940,0.636095141033715,0.197374085327921,1.07481619673951,0.00378899176009129,NP-C
12940,-1.35983186982037,-1.79855292552616,-0.921110814114574,7.85655308921385e-07,P-N
12940,-0.0646901912891646,-0.503411246994958,0.374030864416629,0.973913964221136,NP-N
12940,1.2951416785312,0.85642062282541,1.733862734237,1.50090554884574e-06,NP-P
12946,2.4614317863646,1.5388176704309,3.3840459022983,5.55214017294858e-06,N-C
12946,0.231154140501611,-0.691459975432089,1.15376825643531,0.888968846797621,P-C
12946,2.59864015399425,1.67602603806055,3.52125426992795,2.7717981009312e-06,NP-C
12946,-2.23027764586299,-3.15289176179669,-1.30766352992929,1.88526526594401e-05,P-N
12946,0.137208367629654,-0.785405748304047,1.05982248356335,0.973272245694144,NP-N
12946,2.36748601349264,1.44487189755894,3.29010012942634,9.05242503135284e-06,NP-P
138A,1.46357401875276,0.635570373093827,2.2915776644117,0.00118982207777385,N-C
138A,-1.13360800517585,-1.96161165083478,-0.305604359516912,0.00786765041069137,P-C
138A,1.13304966294701,0.229623619629997,2.03647570626403,0.0139291111422705,NP-C
138A,-2.59718202392861,-3.22309394709101,-1.97127010076621,3.97119001793733e-07,P-N
138A,-0.330524355805749,-1.05326519045936,0.392216478847863,0.537891153696277,NP-N
138A,2.26665766812286,1.54391683346925,2.98939850277647,6.72218001240843e-06,NP-P
5574,-0.0670609757577729,-1.10809352722612,0.973971575710574,0.997683246170906,N-C
5574,-0.584594695358939,-1.62562724682729,0.456437856109408,0.402759036041746,P-C
5574,-0.999628640730132,-2.04066119219848,0.0414039107382156,0.0620842515237268,NP-C
5574,-0.517533719601167,-1.55856627106951,0.523498831867181,0.504282170474648,P-N
5574,-0.932567664972359,-1.97360021644071,0.108464886495989,0.0874510664201791,NP-N
5574,-0.415033945371192,-1.45606649683954,0.625998606097155,0.670789140180602,NP-P
9245,-1.12434632979771,-3.06077447887781,0.812081819282395,0.374841019373528,N-C
9245,-1.70281334727268,-3.63924149635278,0.233614801807428,0.0952746586999239,P-C
9245,-2.25522852351163,-4.19165667259174,-0.318800374431529,0.0198225715948158,NP-C
9245,-0.578467017474966,-2.51489516655507,1.35796113160514,0.827633508642549,P-N
9245,-1.13088219371392,-3.06731034279403,0.805545955366181,0.370018784439269,NP-N
9245,-0.552415176238957,-2.48884332531906,1.38401297284115,0.845964359349129,NP-P
9274,1.35077836346426,0.56455911735235,2.13699760957617,0.00175011744118447,N-C
9274,-0.959979358790118,-1.78222712793211,-0.137731589648126,0.0221361845430917,P-C
9274,0.811535569440487,-0.171238488199404,1.79430962708038,0.115426120979992,NP-C
9274,-2.31075772225438,-3.03294621435307,-1.58856923015569,9.65338189873322e-06,P-N
9274,-0.539242794023775,-1.43997009605851,0.361484508010963,0.31474784910303,NP-N
9274,1.7715149282306,0.839173593990307,2.7038562624709,0.000814719676796472,NP-P
9372,0.143853754034644,-0.350272188497049,0.637979696566338,0.751346163522968,N-C
9372,-0.539203700050754,-1.03332964258245,-0.04507775751906,0.0349215157538246,P-C
9372,0.067376209850988,-0.473911640095232,0.608664059797208,0.970953037710966,NP-C
9372,-0.683057454085398,-1.12501713286421,-0.241097775306589,0.00698838843847949,P-N
9372,-0.076477544183656,-0.57060348671535,0.417648398348037,0.94707158041202,NP-N
9372,0.606579909901742,0.112453967370048,1.10070585243344,0.0208738584939601,NP-P
9717,1.11085945815786,0.886089430178316,1.33562948613741,0,N-C
9717,-1.15362802588545,-1.37839805386499,-0.928857997905899,0,P-C
9717,1.14046437938655,0.915694351407003,1.3652344073661,0,NP-C
9717,-2.26448748404331,-2.48925751202285,-2.03971745606376,0,P-N
9717,0.029604921228688,-0.195165106750858,0.254374949208234,0.984446082407361,NP-N
9717,2.29409240527199,2.06932237729245,2.51886243325154,0,NP-P
9853,1.96580202531363,0.831894510638122,3.09970953998913,0.00733245677451255,N-C
9853,-1.0658136474252,-1.99164525624601,-0.139982038604395,0.031439013088391,P-C
9853,1.8908614960882,1.0456967350841,2.73602625709229,0.00280835602376728,NP-C
9853,-3.03161567273883,-4.16552318741434,-1.89770815806332,0.00141409507241097,P-N
9853,-0.0749405292254322,-1.14399878637935,0.994117727928481,0.99069594769197,NP-N
9853,2.9566751435134,2.11151038250931,3.80183990451749,0.000491786060649924,NP-P
9862,0.77738469316957,0.228625653094881,1.32614373324426,0.00578718026721592,N-C
9862,-0.717589829595287,-1.29603264734316,-0.139147011847409,0.0143615390795681,P-C
9862,0.797705090136737,0.172915438356672,1.4224947419168,0.0118999124116282,NP-C
9862,-1.49497452276486,-2.04373356283955,-0.946215482690168,1.74221933937346e-05,P-N
9862,0.0203203969671666,-0.577092776331719,0.617733570266053,0.999609415410871,NP-N
9862,1.51529491973202,0.890505267951959,2.14008457151209,5.58110380480814e-05,NP-P
